Dataset,Type,Lang,file,vowel,prec,foll,start,end,F1,F2,MD,Alignment,Transcript,Linguistic,Formant,Fine,BG Music?,BG Other?,Poor Audio?,Coartic?,Hi Voice,Describe,Notes
wild,mean,kaz,B06___02_James_______KAZKAZN2DA_00022,ə,ɾ,n,3.39,3.42,354.81,1395.87,0.786,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B08___02_2Peter______KAZKAZN2DA_00012,ə,ʀ,n,3.75,3.78,414.6,1128.2,0.497,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B13___02_Romans______KAZKAZN2DA_00023,ɑ,ɾ,ŋ,2.07,2.13,627.37,1236.06,0.137,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B13___07_Romans______KAZKAZN2DA_00029,æ,n,l,8.64,8.73,635.92,1560.53,0.758,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1-2 syll off,
wild,mean,kaz,B13___11_Romans______KAZKAZN2DA_00043,ɑ,l,s,0.75,0.81,586.07,1304.41,0.338,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B13___14_Romans______KAZKAZN2DA_00032,ə,s,ŋ,5.7,5.76,377.15,1123.31,0.801,,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,just music,
wild,mean,kaz,B14___04_1CorinthiansKAZKAZN2DA_00019,ɑ,l,ɾ,3.12,3.24,648.57,1157.59,0.592,Broad,Broad,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B14___04_1CorinthiansKAZKAZN2DA_00028,i,p,n,2.91,2.94,362.43,2047.58,0.692,,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B14___10_1CorinthiansKAZKAZN2DA_00037,i,l,ɾ,8.67,8.73,379.01,1874.11,0.187,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B14___14_1CorinthiansKAZKAZN2DA_00039,ə,ɾ,n,3.06,3.12,376.29,1281.45,0.358,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B15___04_2CorinthiansKAZKAZN2DA_00008,ɑ,t,n,14.49,14.58,615.36,1204.33,0.042,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B15___08_2CorinthiansKAZKAZN2DA_00004,ʊ,w,l,1.17,1.23,423.55,987.05,0.293,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B16___04_Galatians___KAZKAZN2DA_00048,ʊ,w,n,0.12,0.15,471.58,1163.43,0.403,Broad,Broad,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B17___04_Ephesians___KAZKAZN2DA_00005,ɑ,ʃ,q,8.46,8.52,662.08,1232.33,0.746,,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B19___01_Colossians__KAZKAZN2DA_00008,ə,d,ʒ,8.22,8.28,503.53,1314.18,0.287,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B19___02_Colossians__KAZKAZN2DA_00022,ɑ,m,s,5.49,5.58,647.16,1186.61,0.458,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B20___02_1Thess______KAZKAZN2DA_00020,ʉ,ɥ,n,16.95,16.98,402.08,1394.1,0.251,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B21___02_2Thess______KAZKAZN2DA_00017,ʊ,SIL,l,9,9.09,469.99,913.99,0.445,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B22___02_1Timothy____KAZKAZN2DA_00009,ɑ,b,n,4.41,4.53,637.11,1268.61,0.338,Broad,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B22___06_1Timothy____KAZKAZN2DA_00025,ʉ,ɥ,l,6.36,6.45,386.25,1605.06,0.511,Broad,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B23___02_2Timothy____KAZKAZN2DA_00020,ʊ,w,s,1.41,1.47,432.31,963.68,0.26,Broad,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,kaz,B25___01_Philemon____KAZKAZN2DA_00003,ɑ,ʀ,j,12.45,12.57,646.46,1328.42,0.853,Broad,Broad,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B01___01_Matthew_____SWESFVN2DA_00032,ɔ,SIL,t,4.86,4.98,381.53,1010.21,0.252,,,Change,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ʉː,
wild,mean,swe,B01___02_Matthew_____SWESFVN2DA_00011,iː,s,h,2.22,2.25,337.68,2103.17,0.681,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
wild,mean,swe,B01___03_Matthew_____SWESFVN2DA_00014,ɑː,h,r,0.78,0.81,353.75,1407.76,0.612,Broad,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B01___04_Matthew_____SWESFVN2DA_00020,ʉː,s,s,1.11,1.14,309.89,1469.94,0.577,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B01___16_Matthew_____SWESFVN2DA_00055,eː,t,SIL,2.79,2.82,334.93,1562.65,0.256,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
wild,mean,swe,B01___18_Matthew_____SWESFVN2DA_00013,ɵ,h,ɑː,3.72,3.96,371.69,1146.98,0.538,Target Overlap,X Sounds,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,foll:[g],
wild,mean,swe,B01___18_Matthew_____SWESFVN2DA_00013,ɔ,SIL,k,4.5,4.59,350.07,936.32,0.118,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B02___07_Mark________SWESFVN2DA_00011,ɑː,s,j,0.36,0.42,445.78,1504.64,0.434,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
wild,mean,swe,B03___01_Luke________SWESFVN2DA_00035,ɛ,r,f,0.72,0.78,403.88,1757.16,0.011,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B03___11_Luke________SWESFVN2DA_00041,eː,d,ɔ,3.3,3.36,332.76,1675.83,0.048,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B03___23_Luke________SWESFVN2DA_00020,eː,m,n,6.33,6.36,323.68,1462.77,0.778,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
wild,mean,swe,B04___14_John________SWESFVN2DA_00063,øː,t,v,1.2,1.26,413.49,1459.09,0.141,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B05___01_Acts________SWESFVN2DA_00017,ɪ,t,l,2.1,2.16,281.59,1845.4,0.77,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B05___09_Acts________SWESFVN2DA_00050,ɑː,n,SIL,3.39,3.51,345.44,1425.97,0.78,,Broad,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,pure music
wild,mean,swe,B05___09_Acts________SWESFVN2DA_00060,ɛː,d,r,0.18,0.21,457.94,1643.7,0.631,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B05___13_Acts________SWESFVN2DA_00009,ɔ,eː,k,0.36,0.39,362.13,795.79,0.548,,X Transcript,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"preceding [e] not in audio, by velar pinch?"
wild,mean,swe,B05___13_Acts________SWESFVN2DA_00052,uː,h,n,3.6,3.63,294.8,1088.87,0.362,,,Change,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,[ʉː],
wild,mean,swe,B05___19_Acts________SWESFVN2DA_00016,ɐ,s,m,0.27,0.3,506.47,1430.47,0.302,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B05___24_Acts________SWESFVN2DA_00034,ɪ,d,ɡ,2.34,2.43,320.42,2225.55,0.514,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B06___03_Romans______SWESFVN2DA_00011,ɛ,r,t,4.2,4.29,355.73,1850.24,0.768,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B06___09_Romans______SWESFVN2DA_00018,œ,f,d,1.71,1.86,442.4,1352.55,0.762,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B06___13_Romans______SWESFVN2DA_00014,uː,s,m,6.18,6.21,335.29,1209.11,0.503,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B07___03_1CorinthiansSWESFVN2DA_00002,ɪ,t,l,6.63,6.66,334.54,1853.17,0.699,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B07___06_1CorinthiansSWESFVN2DA_00012,œ,f,r,2.58,2.64,375.65,1531.62,0.32,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B07___06_1CorinthiansSWESFVN2DA_00014,eː,l,t,0.78,0.81,339.49,1928.83,0.742,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B07___11_1CorinthiansSWESFVN2DA_00023,ɛ,d,s,1.98,2.04,405.09,1653.86,0.153,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B07___12_1CorinthiansSWESFVN2DA_00018,ɐ,s,m,1.11,1.14,609.99,1379.19,0.869,Broad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B08___04_2CorinthiansSWESFVN2DA_00012,ɑː,d,SIL,1.2,1.38,479.13,1321.27,0.274,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B09___02_Galatians___SWESFVN2DA_00005,ɔ,l,m,5.58,5.64,393.61,766.71,0.755,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B09___04_Galatians___SWESFVN2DA_00039,iː,r,v,1.35,1.47,276.54,1951.02,0.49,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B09___05_Galatians___SWESFVN2DA_00019,iː,SIL,s,0.33,0.42,331.85,2103.27,0.523,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B11___03_Philippians_SWESFVN2DA_00017,eː,d,t,2.07,2.16,382.92,1915.27,0.807,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B19___07_Hebrews_____SWESFVN2DA_00021,oː,v,r,1.68,1.74,384.42,1121.45,0.497,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B19___08_Hebrews_____SWESFVN2DA_00013,ɛː,s,j,11.34,11.37,349.32,1910,0.689,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B19___11_Hebrews_____SWESFVN2DA_00056,eː,d,SIL,1.29,1.32,359.46,1463.07,0.869,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,no SIL after
wild,mean,swe,B26___01_Jude________SWESFVN2DA_00009,ɛ,h,m,5.52,5.64,449.96,1724.03,0.3,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B27___01_Revelation__SWESFVN2DA_00024,œ,h,l,1.92,2.01,438.23,1282.4,0.911,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B27___02_Revelation__SWESFVN2DA_00036,eː,m,n,1.29,1.32,327.26,1709.29,0.098,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B27___03_Revelation__SWESFVN2DA_00002,ɪ,t,l,0.72,0.78,306.94,1973.16,0.023,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
wild,mean,swe,B27___21_Revelation__SWESFVN2DA_00012,øː,j,r,1.26,1.38,395.96,1359.22,0.64,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,hau,00007_common_voice_ha_28497003,i,j,b,3.81,3.86,392.005,2022.901,0.391,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
cv,mean,hau,00007_common_voice_ha_28499311,i,n,j,1.46,1.49,411.795,1822.889,0.784,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,hau,00007_common_voice_ha_28534622,a,d,k,1.32,1.38,493.864,1459.056,0.963,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,mean,hau,00009_common_voice_ha_26738232,i,b,n,5.03,5.12,381.131,1811.778,0.715,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
cv,mean,hau,00009_common_voice_ha_26759995,a,s,ɡ,3.89,4,680.572,1324.564,0.953,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,hau,00013_common_voice_ha_26709382,u,d,,3.76,3.97,351.714,929.285,0.986,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,hau,00013_common_voice_ha_26709490,a,,k,1.08,1.19,651.658,1352.275,0.448,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,mean,hau,00013_common_voice_ha_26709493,u,m,n,3.34,3.42,430.658,1079.086,0.377,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʊ,
cv,mean,hau,00013_common_voice_ha_27008372,a,n,b,2.26,2.35,622.172,1257.792,0.903,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,hau,00013_common_voice_ha_27009298,i,l,k,1.18,1.24,410.41,1962.899,0.463,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
cv,mean,hau,00013_common_voice_ha_27009409,e,ɸ,ʃ,2.75,2.8,386.166,1951.847,0.176,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,hau,00013_common_voice_ha_27009414,a,ɡ,n,0.28,0.39,615.444,1368.158,0.124,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
cv,mean,hau,00013_common_voice_ha_27009451,a,ɡ,ɽ,1.15,1.22,560.672,1432.634,0.091,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,mean,hau,00013_common_voice_ha_27010098,a,l,t,2.85,3,651.107,1438.106,0.458,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
cv,mean,hau,00013_common_voice_ha_27010299,a,s,n,1.2,1.26,542.986,1537.84,0.582,,X Transcript,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə/ʌ,?not sure if foll [n] is there
cv,mean,hau,00013_common_voice_ha_27010388,a,k,,3.21,3.47,622.688,1317.706,0.388,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
cv,mean,hau,00013_common_voice_ha_27010407,i,n,z,1.31,1.43,356.383,1928.471,0.085,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
cv,mean,hau,00013_common_voice_ha_27010513,u,a,ɽ,0.62,0.77,363.722,998.567,0.459,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,hau,00013_common_voice_ha_27016157,u,m,t,0.67,0.74,432.246,1171.463,0.372,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʊ,?not sure
cv,mean,hau,00013_common_voice_ha_27016171,u,m,i,0.61,0.64,340.235,1213.23,0.815,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,hau,00013_common_voice_ha_27016263,a,t,ʃ,1.99,2.14,684.672,1345.767,0.958,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
cv,mean,hau,00013_common_voice_ha_27016341,a,t,w,1.61,1.72,590.509,1419.115,0,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ʌ,foll [w]
cv,mean,hau,00013_common_voice_ha_27016342,a,w,j,3.77,3.81,615.478,1416.172,0.068,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ɜ,prec [w]
cv,mean,hau,00013_common_voice_ha_27468379,a,a,j,3.54,3.63,604.531,1528.87,0.512,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ɜ,foll [j]
cv,mean,hau,00013_common_voice_ha_27789423,o,d,l,0.87,1.02,484.794,1103.743,0.271,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɤ/ɵ,
cv,mean,hau,00013_common_voice_ha_27791084,i,ɽ,n,1.45,1.51,423.264,1967.209,0.792,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
cv,mean,hau,00013_common_voice_ha_27791235,i,ɗ,n,1.09,1.15,416.056,1979.986,0.657,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
cv,mean,hau,00013_common_voice_ha_27798894,a,j,,3.37,3.68,661.232,1343.653,0.592,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,prec [j]
cv,mean,hau,00013_common_voice_ha_28388296,i,ɽ,s,2.15,2.2,376.928,1978.15,0.047,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
cv,mean,hau,00013_common_voice_ha_28391540,a,k,s,2.33,2.39,533.476,1493.63,0.423,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,mean,hau,00013_common_voice_ha_28396048,a,w,n,2.22,2.31,642.885,1349.346,0.366,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ʌ,prec [w]
cv,mean,hau,00013_common_voice_ha_28396090,o,k,k,2.84,2.93,433.647,939.692,0.248,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,u,prec C sounds like [h]?
cv,mean,hau,00013_common_voice_ha_28396123,a,d,s,0.45,0.52,513.614,1503.427,0.702,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,mean,hau,00013_common_voice_ha_28410907,a,ɡ,s,2.09,2.23,639.111,1477.391,0.478,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
cv,mean,hau,00013_common_voice_ha_28411011,a,w,n,1.66,1.71,620.995,1368.03,0.15,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ʌ,prec [w]
cv,mean,hau,00013_common_voice_ha_28411140,a,d,w,2.89,2.98,590.215,1395.116,0.022,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ʌ,foll [w]
cv,mean,hau,00013_common_voice_ha_28491222,a,k,t,2.15,2.18,552.764,1465.328,0.178,Broad,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,hau,00013_common_voice_ha_28491242,i,ɽ,ɡ,5.32,5.39,356.034,1919.256,0.118,Target Overlap,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ə,
cv,mean,hau,00013_common_voice_ha_28491897,a,n,t͡ʃ,1.42,1.55,645.724,1436.286,0.38,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
cv,mean,hau,00013_common_voice_ha_28551239,a,n,n,4.83,4.91,601.644,1401.123,0.02,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʌ,
cv,mean,kaz,00000_common_voice_kk_24982589,ɪ,ʃ,r,5.15,5.2,451.454,1532.504,0.118,,,Change,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ʊ/ʏ,
cv,mean,kaz,00007_common_voice_kk_24981927,e,j,n,3.6,3.64,381.928,1726.003,0.216,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00007_common_voice_kk_24982006,ə,ʒ,l,3.72,3.77,440.779,1176.877,0.227,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00015_common_voice_kk_24982082,ɑ,q,s,2.56,2.65,651.873,1189.007,0.149,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00025_common_voice_kk_25551868,ɑ,ʁ,n,2.07,2.16,664.355,1307.976,0.591,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00028_common_voice_kk_28217078,ʏ,ʒ,k,1.98,2.09,375.248,1452.014,0.682,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00028_common_voice_kk_28217345,e,j,r,4.04,4.07,430.8,1603.106,0.642,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00033_common_voice_kk_27647931,ə,m,s,1.12,1.15,465.086,1126.425,0.265,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00033_common_voice_kk_27684814,e,j,ɡ,3.8,3.85,337.077,1944.646,0.687,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ɪ,
cv,mean,kaz,00035_common_voice_kk_24992191,o,b,l,3.08,3.3,445.283,825.16,0.266,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00037_common_voice_kk_25008628,ɑ,q,q,2.89,2.95,690.724,1189.64,0.656,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00037_common_voice_kk_25008632,ɪ,z,ŋ,1.95,1.98,404.204,1796.837,0.643,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00043_common_voice_kk_24982365,e,j,r,1.55,1.6,397.92,1614.547,0.6,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
cv,mean,kaz,00045_common_voice_kk_24975809,ə,r,z,1.08,1.11,538.755,1410.975,0.719,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00045_common_voice_kk_24975824,ɑ,b,r,5.75,5.83,637.134,1287.915,0.284,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,prec:aspirated,
cv,mean,kaz,00050_common_voice_kk_25029258,ʊ,t,r,2.7,2.74,465.738,1299.876,0.572,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00050_common_voice_kk_25029339,ʏ,ə,t,2.02,2.11,399.519,1073.263,0.548,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00050_common_voice_kk_25029341,e,j,r,1.12,1.15,436.549,1915.309,0.916,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00050_common_voice_kk_25029360,ɪ,ɡ,,1.95,2.11,461.505,1491.985,0.246,,,Change,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ʊ,
cv,mean,kaz,00050_common_voice_kk_25029369,ɑ,q,t,1.22,1.27,637.99,1087.326,0.78,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00054_common_voice_kk_24969693,ɑ,d,n,1.17,1.22,615.938,1165.233,0.096,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00054_common_voice_kk_24970072,ə,t,ŋ,3.74,3.78,548.202,1223.719,0.5,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00054_common_voice_kk_24970343,o,q,s,1.41,1.5,456.107,872.013,0.011,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00054_common_voice_kk_24970467,e,j,r,1.29,1.32,392.315,1821.254,0.001,,X Transcript,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,prec:[n],
cv,mean,kaz,00054_common_voice_kk_24970492,i,b,j,1.96,1.99,326.946,2166.406,0.863,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00054_common_voice_kk_24970702,ɪ,s,n,1.77,1.82,454.935,1784.092,0.858,,,Deletion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00054_common_voice_kk_24996384,ɪ,l,t,5.9,5.98,442.197,1595.879,0.063,,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,
cv,mean,kaz,00054_common_voice_kk_24996451,ə,j,m,1.69,1.72,458.552,1312.542,0.102,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00056_common_voice_kk_25070673,ɪ,k,s,1.97,2.05,434.339,1450.358,0.22,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
cv,mean,kaz,00060_common_voice_kk_25008879,ə,s,ɑ,1.61,1.66,514.892,1070.696,0.675,,X Transcript,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,vowels coarticulated,
cv,mean,kaz,00063_common_voice_kk_24975716,ɑ,m,n,1.7,1.77,635.646,1157.308,0.171,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00065_common_voice_kk_24975800,ɑ,b,r,1.84,1.93,604.374,1101.026,0.563,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00065_common_voice_kk_24975811,ʏ,,s,2.88,3.01,358.109,1142.841,0.722,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cv,mean,kaz,00065_common_voice_kk_24975853,ɑ,n,d,4.69,4.82,681.736,1264.962,0.533,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
